date,provider,service,region,environment,team,usage,unit_cost,cost,month,is_weekend,is_anomaly
2025-06-02,GCP,Storage,ca-central-1,dev,Mobile,2.669,23.0,61.39,2025-06,False,False
2025-06-02,GCP,Compute,ca-central-1,test,Web,5.537,0.12,0.66,2025-06,False,False
2025-06-02,AWS,Compute,us-east-1,test,Data,4.33,0.12,0.52,2025-06,False,False
2025-06-02,AWS,Network,us-west-2,test,Ops,8.819,0.0009,0.01,2025-06,False,False
2025-06-02,Azure,Database,us-east-1,test,Mobile,1.778,0.35,0.62,2025-06,False,False
2025-06-02,Azure,Compute,us-east-1,test,Ops,8.842,0.12,1.06,2025-06,False,False
2025-06-02,AWS,Storage,ca-central-1,test,Web,0.998,23.0,22.95,2025-06,False,False
2025-06-02,Azure,Database,us-west-2,test,Mobile,3.346,0.35,1.17,2025-06,False,False
2025-06-02,AWS,Network,ca-central-1,test,Data,34.611,0.0009,0.03,2025-06,False,False
2025-06-03,AWS,AI,us-west-2,prod,Mobile,7.454,0.9,6.71,2025-06,False,False
2025-06-03,GCP,Database,ca-central-1,prod,Mobile,7.603,0.35,2.66,2025-06,False,False
2025-06-03,GCP,Network,us-west-2,prod,Mobile,101.431,0.0009,0.09,2025-06,False,False
2025-06-03,AWS,Compute,ca-central-1,prod,Mobile,9.39,0.12,1.13,2025-06,False,False
2025-06-03,GCP,Storage,us-west-2,prod,Mobile,3.102,23.0,71.34,2025-06,False,False
2025-06-03,Azure,Compute,ca-central-1,prod,Web,17.431,0.12,2.09,2025-06,False,False
2025-06-03,GCP,Database,ca-central-1,prod,Web,11.579,0.35,4.05,2025-06,False,False
2025-06-03,AWS,Storage,us-west-2,prod,Data,2.057,23.0,47.32,2025-06,False,False
2025-06-03,AWS,Network,us-east-1,prod,Mobile,5.618,0.0009,0.01,2025-06,False,False
2025-06-03,GCP,Database,us-east-1,dev,Ops,4.032,0.35,1.41,2025-06,False,False
2025-06-03,AWS,AI,us-east-1,dev,Data,4.008,0.9,3.61,2025-06,False,False
2025-06-03,Azure,Compute,us-east-1,dev,Web,12.986,0.12,1.56,2025-06,False,False
2025-06-03,Azure,Compute,us-west-2,dev,Data,7.566,0.12,0.91,2025-06,False,False
2025-06-03,GCP,AI,us-east-1,dev,Data,3.103,0.9,2.79,2025-06,False,False
2025-06-03,Azure,Compute,us-east-1,dev,Web,9.179,0.12,1.1,2025-06,False,False
2025-06-03,AWS,Network,us-east-1,dev,Mobile,30.578,0.0009,0.03,2025-06,False,False
2025-06-03,Azure,Network,us-west-2,dev,Ops,56.934,0.0009,0.05,2025-06,False,False
2025-06-03,AWS,Compute,ca-central-1,dev,Web,8.97,0.12,1.08,2025-06,False,False
2025-06-03,GCP,AI,ca-central-1,test,Web,2.06,0.9,1.85,2025-06,False,False
2025-06-03,GCP,AI,us-west-2,test,Web,1.825,0.9,1.64,2025-06,False,False
2025-06-03,AWS,Network,us-east-1,test,Mobile,46.917,0.0009,0.04,2025-06,False,False
2025-06-03,AWS,Storage,ca-central-1,test,Data,0.615,23.0,14.15,2025-06,False,False
2025-06-03,GCP,Network,us-west-2,test,Data,47.345,0.0009,0.04,2025-06,False,False
2025-06-03,AWS,Database,ca-central-1,test,Ops,3.692,0.35,1.29,2025-06,False,False
2025-06-03,Azure,Network,ca-central-1,test,Data,33.89,0.0009,0.03,2025-06,False,False
2025-06-03,GCP,Compute,us-west-2,test,Web,4.071,0.12,0.49,2025-06,False,False
2025-06-03,AWS,Compute,us-west-2,test,Ops,6.218,0.12,0.75,2025-06,False,False
2025-06-04,Azure,Compute,us-west-2,prod,Mobile,17.618,0.12,2.11,2025-06,False,False
2025-06-04,GCP,Database,us-west-2,prod,Ops,14.751,0.35,5.16,2025-06,False,False
2025-06-04,Azure,Compute,ca-central-1,prod,Data,4.637,0.12,0.56,2025-06,False,False
2025-06-04,AWS,Database,us-west-2,prod,Data,1.013,0.35,0.35,2025-06,False,False
2025-06-04,GCP,Compute,us-east-1,prod,Data,10.042,0.12,1.21,2025-06,False,False
2025-06-04,AWS,Compute,us-west-2,prod,Ops,18.332,0.12,2.2,2025-06,False,False
2025-06-04,AWS,Network,ca-central-1,prod,Web,156.751,0.0009,0.14,2025-06,False,False
2025-06-04,GCP,Compute,ca-central-1,prod,Ops,17.097,0.12,2.05,2025-06,False,False
2025-06-04,Azure,Compute,ca-central-1,dev,Ops,12.463,0.12,1.5,2025-06,False,False
2025-06-04,GCP,Storage,us-west-2,dev,Web,1.477,23.0,33.98,2025-06,False,False
2025-06-04,GCP,Compute,us-west-2,dev,Ops,11.087,0.12,1.33,2025-06,False,False
2025-06-04,GCP,AI,us-west-2,dev,Mobile,0.822,0.9,0.74,2025-06,False,False
2025-06-04,AWS,Network,ca-central-1,dev,Ops,49.54,0.0009,0.04,2025-06,False,False
2025-06-04,Azure,Compute,us-east-1,dev,Ops,7.607,0.12,0.91,2025-06,False,False
2025-06-04,AWS,Compute,ca-central-1,dev,Ops,5.35,0.12,0.64,2025-06,False,False
2025-06-04,AWS,Compute,us-east-1,dev,Data,9.827,0.12,1.18,2025-06,False,False
2025-06-04,AWS,AI,us-west-2,test,Mobile,1.122,0.9,1.01,2025-06,False,False
2025-06-04,AWS,Compute,ca-central-1,test,Ops,8.99,0.12,1.08,2025-06,False,False
2025-06-04,Azure,Database,ca-central-1,test,Ops,2.641,0.35,0.92,2025-06,False,False
2025-06-04,AWS,Compute,us-west-2,test,Web,2.735,0.12,0.33,2025-06,False,False
2025-06-04,Azure,Database,us-west-2,test,Ops,0.904,0.35,0.32,2025-06,False,False
2025-06-04,AWS,Storage,us-east-1,test,Mobile,1.836,23.0,42.22,2025-06,False,False
2025-06-04,GCP,Database,ca-central-1,test,Mobile,2.577,0.35,0.9,2025-06,False,False
2025-06-05,Azure,Storage,us-west-2,prod,Data,0.449,23.0,10.32,2025-06,False,False
2025-06-05,GCP,Compute,us-west-2,prod,Mobile,28.306,0.12,3.4,2025-06,False,False
2025-06-05,AWS,AI,ca-central-1,prod,Web,3.084,0.9,2.78,2025-06,False,False
2025-06-05,AWS,Compute,us-east-1,prod,Data,16.272,0.12,1.95,2025-06,False,False
2025-06-05,GCP,Compute,ca-central-1,prod,Ops,19.799,0.12,2.38,2025-06,False,False
2025-06-05,AWS,Network,us-east-1,dev,Ops,66.573,0.0009,0.06,2025-06,False,False
2025-06-05,GCP,Storage,us-west-2,dev,Ops,2.064,23.0,47.47,2025-06,False,False
2025-06-05,GCP,Compute,us-east-1,dev,Data,11.594,0.12,1.39,2025-06,False,False
2025-06-05,AWS,Compute,ca-central-1,dev,Mobile,7.159,0.12,0.86,2025-06,False,False
2025-06-05,GCP,Database,us-east-1,dev,Data,3.151,0.35,1.1,2025-06,False,False
2025-06-05,AWS,Network,ca-central-1,dev,Mobile,54.614,0.0009,0.05,2025-06,False,False
2025-06-05,Azure,Storage,us-east-1,dev,Ops,2.395,23.0,55.09,2025-06,False,False
2025-06-05,AWS,Database,ca-central-1,dev,Web,4.36,0.35,1.53,2025-06,False,False
2025-06-05,AWS,AI,us-east-1,dev,Data,0.937,0.9,0.84,2025-06,False,False
2025-06-05,GCP,Compute,us-east-1,test,Mobile,5.018,0.12,0.6,2025-06,False,False
2025-06-05,GCP,Database,us-east-1,test,Ops,2.973,0.35,1.04,2025-06,False,False
2025-06-05,AWS,Database,us-east-1,test,Mobile,2.518,0.35,0.88,2025-06,False,False
2025-06-05,AWS,AI,ca-central-1,test,Data,1.155,0.9,1.04,2025-06,False,False
2025-06-05,GCP,Database,us-west-2,test,Web,3.103,0.35,1.09,2025-06,False,False
2025-06-06,GCP,Storage,us-east-1,prod,Data,1.188,23.0,27.31,2025-06,False,False
2025-06-06,GCP,Network,us-east-1,prod,Ops,88.613,0.0009,0.08,2025-06,False,False
2025-06-06,GCP,Network,us-east-1,prod,Mobile,181.298,0.0009,0.16,2025-06,False,False
2025-06-06,AWS,Compute,ca-central-1,prod,Mobile,4.625,0.12,0.56,2025-06,False,False
2025-06-06,Azure,Network,us-west-2,prod,Web,231.314,0.0009,0.21,2025-06,False,False
2025-06-06,AWS,AI,ca-central-1,prod,Web,3.049,0.9,2.74,2025-06,False,False
2025-06-06,Azure,Compute,us-west-2,prod,Mobile,14.034,0.12,1.68,2025-06,False,False
2025-06-06,GCP,Compute,ca-central-1,prod,Ops,11.559,0.12,1.39,2025-06,False,False
2025-06-06,GCP,Database,us-east-1,prod,Web,5.712,0.35,2.0,2025-06,False,False
2025-06-06,AWS,Compute,us-east-1,dev,Web,10.729,0.12,1.29,2025-06,False,False
2025-06-06,Azure,Compute,ca-central-1,dev,Mobile,4.766,0.12,0.57,2025-06,False,False
2025-06-06,AWS,AI,us-west-2,dev,Mobile,2.125,0.9,1.91,2025-06,False,False
2025-06-06,Azure,Compute,us-east-1,dev,Web,9.426,0.12,1.13,2025-06,False,False
2025-06-06,AWS,Compute,us-east-1,dev,Ops,15.555,0.12,1.87,2025-06,False,False
2025-06-06,AWS,Storage,us-west-2,dev,Web,1.663,23.0,38.24,2025-06,False,False
2025-06-06,Azure,Storage,ca-central-1,dev,Data,2.313,23.0,53.19,2025-06,False,False
2025-06-06,GCP,Network,ca-central-1,dev,Ops,43.725,0.0009,0.04,2025-06,False,False
2025-06-06,Azure,Compute,ca-central-1,test,Mobile,7.866,0.12,0.94,2025-06,False,False
2025-06-06,GCP,Database,ca-central-1,test,Web,1.234,0.35,0.43,2025-06,False,False
2025-06-06,Azure,Network,us-west-2,test,Ops,24.619,0.0009,0.02,2025-06,False,False
2025-06-06,Azure,Database,us-east-1,test,Web,0.846,0.35,0.3,2025-06,False,False
2025-06-06,AWS,Database,us-west-2,test,Web,2.06,0.35,0.72,2025-06,False,False
2025-06-06,GCP,Network,us-west-2,test,Ops,50.763,0.0009,0.05,2025-06,False,False
2025-06-06,GCP,Database,us-west-2,test,Web,2.403,0.35,0.84,2025-06,False,False
2025-06-06,GCP,Database,us-west-2,test,Data,3.792,0.35,1.33,2025-06,False,False
2025-06-06,AWS,Storage,us-west-2,test,Web,0.314,23.0,7.23,2025-06,False,False
2025-06-07,AWS,Compute,ca-central-1,prod,Mobile,6.497,0.12,0.78,2025-06,True,False
2025-06-07,GCP,Compute,us-east-1,prod,Data,16.914,0.12,2.03,2025-06,True,False
2025-06-07,Azure,Compute,us-west-2,prod,Web,18.928,0.12,2.27,2025-06,True,False
2025-06-07,GCP,Compute,us-east-1,prod,Data,17.913,0.12,2.15,2025-06,True,False
2025-06-07,GCP,AI,us-west-2,prod,Data,1.606,0.9,1.45,2025-06,True,False
2025-06-07,Azure,Storage,us-west-2,dev,Ops,1.497,23.0,34.43,2025-06,True,False
2025-06-07,GCP,Network,us-east-1,dev,Web,42.922,0.0009,0.04,2025-06,True,False
2025-06-07,Azure,Database,ca-central-1,dev,Ops,3.628,0.35,1.27,2025-06,True,False
2025-06-07,GCP,Network,ca-central-1,dev,Ops,33.993,0.0009,0.03,2025-06,True,False
2025-06-07,AWS,Compute,ca-central-1,dev,Web,6.974,0.12,0.84,2025-06,True,False
2025-06-07,GCP,Storage,us-east-1,dev,Mobile,2.023,23.0,46.54,2025-06,True,False
2025-06-07,AWS,Database,us-east-1,dev,Web,3.758,0.35,1.32,2025-06,True,False
2025-06-07,GCP,Storage,us-east-1,dev,Mobile,0.899,23.0,20.68,2025-06,True,False
2025-06-07,Azure,Compute,ca-central-1,dev,Ops,4.615,0.12,0.55,2025-06,True,False
2025-06-07,Azure,Database,us-east-1,test,Ops,2.06,0.35,0.72,2025-06,True,False
2025-06-07,Azure,Storage,ca-central-1,test,Web,0.464,23.0,10.68,2025-06,True,False
2025-06-07,Azure,AI,us-east-1,test,Data,0.0,0.9,0.0,2025-06,True,False
2025-06-07,Azure,Storage,us-west-2,test,Ops,0.394,23.0,9.06,2025-06,True,False
2025-06-07,GCP,Compute,ca-central-1,test,Data,5.235,0.12,0.63,2025-06,True,False
2025-06-07,Azure,Compute,us-west-2,test,Mobile,2.929,0.12,0.35,2025-06,True,False
2025-06-07,AWS,Compute,us-west-2,test,Mobile,4.294,0.12,0.52,2025-06,True,False
2025-06-07,Azure,Database,ca-central-1,test,Ops,2.104,0.35,0.74,2025-06,True,False
2025-06-08,Azure,Compute,ca-central-1,prod,Data,15.062,0.12,1.81,2025-06,True,False
2025-06-08,GCP,Database,us-east-1,prod,Mobile,9.305,0.35,3.26,2025-06,True,False
2025-06-08,Azure,Compute,us-east-1,prod,Ops,12.66,0.12,1.52,2025-06,True,False
2025-06-08,Azure,Compute,us-east-1,prod,Data,4.857,0.12,0.58,2025-06,True,False
2025-06-08,AWS,Database,us-east-1,prod,Data,5.712,0.35,2.0,2025-06,True,False
2025-06-08,Azure,Database,us-west-2,prod,Mobile,5.885,0.35,2.06,2025-06,True,False
2025-06-08,GCP,Compute,us-east-1,prod,Ops,14.725,0.12,1.77,2025-06,True,False
2025-06-08,AWS,Compute,us-east-1,prod,Mobile,13.674,0.12,1.64,2025-06,True,False
2025-06-08,GCP,Compute,ca-central-1,dev,Mobile,8.832,0.12,1.06,2025-06,True,False
2025-06-08,Azure,AI,ca-central-1,dev,Mobile,1.361,0.9,1.22,2025-06,True,False
2025-06-08,Azure,Storage,ca-central-1,dev,Mobile,0.435,23.0,10.0,2025-06,True,False
2025-06-08,GCP,Network,us-west-2,dev,Ops,68.596,0.0009,0.06,2025-06,True,False
2025-06-08,AWS,Storage,us-west-2,dev,Data,1.412,23.0,32.47,2025-06,True,False
2025-06-08,GCP,AI,us-east-1,dev,Ops,2.705,0.9,2.43,2025-06,True,False
2025-06-08,Azure,Database,us-west-2,dev,Mobile,4.071,0.35,1.42,2025-06,True,False
2025-06-08,AWS,Compute,us-west-2,test,Web,3.912,0.12,0.47,2025-06,True,False
2025-06-08,Azure,Storage,us-east-1,test,Mobile,0.806,23.0,18.53,2025-06,True,False
2025-06-08,Azure,Compute,us-west-2,test,Mobile,6.507,0.12,0.78,2025-06,True,False
2025-06-08,GCP,Database,us-east-1,test,Ops,1.748,0.35,0.61,2025-06,True,False
2025-06-08,GCP,Database,ca-central-1,test,Web,1.827,0.35,0.64,2025-06,True,False
2025-06-08,GCP,Compute,ca-central-1,test,Ops,6.287,0.12,0.75,2025-06,True,False
2025-06-08,Azure,Compute,us-east-1,test,Ops,6.38,0.12,0.77,2025-06,True,False
2025-06-08,AWS,Compute,ca-central-1,test,Web,5.979,0.12,0.72,2025-06,True,False
2025-06-09,Azure,Compute,us-west-2,prod,Data,23.103,0.12,2.77,2025-06,False,False
2025-06-09,AWS,Compute,us-east-1,prod,Web,9.351,0.12,1.12,2025-06,False,False
2025-06-09,Azure,Database,us-east-1,prod,Ops,3.969,0.35,1.39,2025-06,False,False
2025-06-09,Azure,Database,ca-central-1,prod,Ops,6.915,0.35,2.42,2025-06,False,False
2025-06-09,Azure,Compute,ca-central-1,prod,Ops,22.731,0.12,2.73,2025-06,False,False
2025-06-09,GCP,Storage,us-east-1,prod,Web,2.86,23.0,65.78,2025-06,False,False
2025-06-09,AWS,Storage,us-west-2,prod,Web,3.473,23.0,79.88,2025-06,False,False
2025-06-09,Azure,Compute,ca-central-1,dev,Ops,5.28,0.12,0.63,2025-06,False,False
2025-06-09,AWS,Database,us-east-1,dev,Mobile,6.826,0.35,2.39,2025-06,False,False
2025-06-09,GCP,Compute,us-east-1,dev,Ops,11.293,0.12,1.36,2025-06,False,False
2025-06-09,GCP,Storage,ca-central-1,dev,Ops,1.4,23.0,32.21,2025-06,False,False
2025-06-09,AWS,Network,us-east-1,dev,Web,19.01,0.0009,0.02,2025-06,False,False
2025-06-09,GCP,Compute,ca-central-1,dev,Data,10.46,0.12,1.26,2025-06,False,False
2025-06-09,GCP,Database,us-east-1,dev,Data,3.55,0.35,1.24,2025-06,False,False
2025-06-09,AWS,Database,ca-central-1,dev,Web,5.753,0.35,2.01,2025-06,False,False
2025-06-09,AWS,Storage,ca-central-1,test,Mobile,0.537,23.0,12.34,2025-06,False,False
2025-06-09,GCP,Database,us-west-2,test,Ops,2.435,0.35,0.85,2025-06,False,False
2025-06-09,Azure,Database,ca-central-1,test,Data,2.225,0.35,0.78,2025-06,False,False
2025-06-09,Azure,Storage,us-west-2,test,Web,0.963,23.0,22.15,2025-06,False,False
2025-06-09,AWS,Compute,us-west-2,test,Data,5.721,0.12,0.69,2025-06,False,False
2025-06-09,Azure,Storage,us-east-1,test,Mobile,1.377,23.0,31.66,2025-06,False,False
2025-06-09,GCP,Database,ca-central-1,test,Ops,2.202,0.35,0.77,2025-06,False,False
2025-06-10,Azure,Compute,ca-central-1,prod,Data,16.636,0.12,2.0,2025-06,False,False
2025-06-10,AWS,Database,us-east-1,prod,Data,8.055,0.35,2.82,2025-06,False,False
2025-06-10,AWS,Compute,us-west-2,prod,Ops,12.616,0.12,1.51,2025-06,False,False
2025-06-10,Azure,Compute,us-west-2,prod,Ops,16.414,0.12,1.97,2025-06,False,False
2025-06-10,GCP,Compute,ca-central-1,prod,Mobile,15.879,0.12,1.91,2025-06,False,False
2025-06-10,AWS,Storage,us-west-2,prod,Ops,2.267,23.0,52.14,2025-06,False,False
2025-06-10,AWS,Compute,us-east-1,prod,Data,17.929,0.12,2.15,2025-06,False,False
2025-06-10,AWS,Storage,ca-central-1,prod,Mobile,3.463,23.0,79.64,2025-06,False,False
2025-06-10,Azure,Compute,ca-central-1,prod,Mobile,4.374,0.12,0.52,2025-06,False,False
2025-06-10,GCP,Compute,us-west-2,dev,Ops,10.19,0.12,1.22,2025-06,False,False
2025-06-10,Azure,Compute,ca-central-1,dev,Ops,12.514,0.12,1.5,2025-06,False,False
2025-06-10,Azure,AI,ca-central-1,dev,Web,3.145,0.9,2.83,2025-06,False,False
2025-06-10,Azure,Compute,ca-central-1,dev,Web,7.958,0.12,0.96,2025-06,False,False
2025-06-10,Azure,Compute,ca-central-1,dev,Web,7.424,0.12,0.89,2025-06,False,False
2025-06-10,GCP,Storage,us-west-2,dev,Mobile,1.421,23.0,32.67,2025-06,False,False
2025-06-10,Azure,Compute,ca-central-1,dev,Web,8.602,0.12,1.03,2025-06,False,False
2025-06-10,AWS,Compute,us-west-2,dev,Ops,3.3,0.12,0.4,2025-06,False,False
2025-06-10,Azure,Compute,us-west-2,dev,Ops,12.826,0.12,1.54,2025-06,False,False
2025-06-10,AWS,AI,us-east-1,test,Web,1.212,0.9,1.09,2025-06,False,False
2025-06-10,Azure,Compute,us-east-1,test,Data,2.706,0.12,0.32,2025-06,False,False
2025-06-10,Azure,Storage,ca-central-1,test,Web,0.529,23.0,12.16,2025-06,False,False
2025-06-10,AWS,Compute,us-east-1,test,Ops,5.157,0.12,0.62,2025-06,False,False
2025-06-10,Azure,Compute,us-east-1,test,Web,4.341,0.12,0.52,2025-06,False,False
2025-06-10,Azure,Storage,us-east-1,test,Web,0.478,23.0,10.99,2025-06,False,False
2025-06-10,GCP,Compute,us-east-1,test,Data,8.583,0.12,1.03,2025-06,False,False
2025-06-11,AWS,Compute,us-west-2,prod,Ops,22.092,0.12,2.65,2025-06,False,False
2025-06-11,AWS,Compute,us-east-1,prod,Data,16.084,0.12,1.93,2025-06,False,False
2025-06-11,GCP,Compute,us-west-2,prod,Data,14.613,0.12,1.75,2025-06,False,False
2025-06-11,GCP,Compute,us-east-1,prod,Mobile,18.179,0.12,2.18,2025-06,False,False
2025-06-11,Azure,Compute,us-west-2,prod,Mobile,12.342,0.12,1.48,2025-06,False,False
2025-06-11,AWS,Compute,us-west-2,prod,Data,20.947,0.12,2.51,2025-06,False,False
2025-06-11,GCP,Network,ca-central-1,prod,Ops,143.345,0.0009,0.13,2025-06,False,False
2025-06-11,Azure,AI,us-east-1,prod,Mobile,3.73,0.9,3.36,2025-06,False,False
2025-06-11,AWS,Network,ca-central-1,dev,Ops,84.771,0.0009,0.08,2025-06,False,False
2025-06-11,GCP,Compute,us-west-2,dev,Mobile,12.549,0.12,1.51,2025-06,False,False
2025-06-11,Azure,Database,us-west-2,dev,Web,4.55,0.35,1.59,2025-06,False,False
2025-06-11,GCP,Network,us-east-1,dev,Mobile,53.402,0.0009,0.05,2025-06,False,False
2025-06-11,AWS,Compute,ca-central-1,dev,Ops,10.975,0.12,1.32,2025-06,False,False
2025-06-11,Azure,Compute,ca-central-1,dev,Data,10.436,0.12,1.25,2025-06,False,False
2025-06-11,Azure,Storage,us-east-1,dev,Web,1.268,23.0,29.17,2025-06,False,False
2025-06-11,GCP,Network,ca-central-1,dev,Mobile,92.512,0.0009,0.08,2025-06,False,False
2025-06-11,Azure,Compute,ca-central-1,test,Ops,4.858,0.12,0.58,2025-06,False,False
2025-06-11,AWS,AI,us-east-1,test,Web,1.552,0.9,1.4,2025-06,False,False
2025-06-11,GCP,Compute,us-east-1,test,Web,3.423,0.12,0.41,2025-06,False,False
2025-06-11,Azure,Storage,us-west-2,test,Data,1.5,23.0,34.49,2025-06,False,False
2025-06-11,Azure,Compute,us-west-2,test,Mobile,8.382,0.12,1.01,2025-06,False,False
2025-06-12,Azure,Compute,us-east-1,prod,Web,6.694,0.12,0.8,2025-06,False,False
2025-06-12,AWS,Compute,ca-central-1,prod,Web,20.997,0.12,2.52,2025-06,False,False
2025-06-12,Azure,Compute,us-west-2,prod,Web,13.657,0.12,1.64,2025-06,False,False
2025-06-12,GCP,Compute,us-east-1,prod,Web,21.628,0.12,2.6,2025-06,False,False
2025-06-12,GCP,Storage,us-west-2,prod,Data,3.623,23.0,83.33,2025-06,False,False
2025-06-12,AWS,Storage,ca-central-1,prod,Data,1.818,23.0,41.81,2025-06,False,False
2025-06-12,Azure,Storage,ca-central-1,dev,Ops,0.995,23.0,22.87,2025-06,False,False
2025-06-12,AWS,Compute,us-east-1,dev,Web,3.968,0.12,0.48,2025-06,False,False
2025-06-12,AWS,Compute,us-west-2,dev,Web,5.47,0.12,0.66,2025-06,False,False
2025-06-12,GCP,Compute,ca-central-1,dev,Ops,3.777,0.12,0.45,2025-06,False,False
2025-06-12,AWS,Compute,us-west-2,dev,Data,8.08,0.12,0.97,2025-06,False,False
2025-06-12,AWS,Database,us-west-2,dev,Mobile,3.986,0.35,1.4,2025-06,False,False
2025-06-12,AWS,Compute,us-east-1,dev,Web,8.501,0.12,1.02,2025-06,False,False
2025-06-12,GCP,Compute,us-east-1,test,Data,2.29,0.12,0.27,2025-06,False,False
2025-06-12,Azure,Database,ca-central-1,test,Data,2.25,0.35,0.79,2025-06,False,False
2025-06-12,GCP,Compute,us-east-1,test,Web,6.294,0.12,0.76,2025-06,False,False
2025-06-12,Azure,Compute,ca-central-1,test,Data,5.559,0.12,0.67,2025-06,False,False
2025-06-12,AWS,Storage,ca-central-1,test,Ops,1.295,23.0,29.79,2025-06,False,False
2025-06-12,GCP,Network,us-west-2,test,Web,34.251,0.0009,0.03,2025-06,False,False
2025-06-12,Azure,Storage,us-west-2,test,Web,1.065,23.0,24.49,2025-06,False,False
2025-06-12,GCP,Database,us-east-1,test,Mobile,3.041,0.35,1.06,2025-06,False,False
2025-06-13,GCP,Compute,ca-central-1,prod,Mobile,24.934,0.12,2.99,2025-06,False,False
2025-06-13,Azure,Storage,us-east-1,prod,Ops,1.642,23.0,37.76,2025-06,False,False
2025-06-13,Azure,Compute,us-east-1,prod,Web,18.027,0.12,2.16,2025-06,False,False
2025-06-13,Azure,Database,ca-central-1,prod,Data,7.738,0.35,2.71,2025-06,False,False
2025-06-13,AWS,AI,us-east-1,prod,Data,4.433,0.9,3.99,2025-06,False,False
2025-06-13,AWS,Compute,us-east-1,prod,Ops,13.546,0.12,1.63,2025-06,False,False
2025-06-13,GCP,Compute,ca-central-1,prod,Web,17.017,0.12,2.04,2025-06,False,False
2025-06-13,GCP,Network,us-east-1,dev,Data,38.805,0.0009,0.03,2025-06,False,False
